customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Binary,Tenure_Group,Charge_Tier,Revenue_Segment,Is_Senior
TELCO-00145,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.56,762.39,Yes,1,0-12 Months,High,Mid Value,Non-Senior
TELCO-00146,Female,1,No,Yes,1,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.2,65.08,Yes,1,0-12 Months,High,Low Value,Senior
TELCO-00147,Female,0,Yes,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,48.7,1359.36,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00148,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Bank transfer (automatic),53.7,1020.52,Yes,1,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-00149,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),83.88,81.44,No,0,0-12 Months,High,Low Value,Non-Senior
TELCO-00150,Male,0,No,No,9,Yes,No,DSL,Yes,Yes,Yes,One year,No,Mailed check,55.55,455.23,No,0,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-00151,Female,1,No,Yes,71,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),60.13,3799.92,No,0,49-72 Months,Mid,High Value,Senior
TELCO-00152,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.24,492.6,Yes,1,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-00153,Female,1,No,Yes,4,Yes,No,DSL,Yes,No,No,Two year,Yes,Electronic check,47.28,177.4,No,0,0-12 Months,Mid,Low Value,Senior
TELCO-00154,Male,1,Yes,Yes,20,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),62.75,1164.67,No,0,13-24 Months,Mid,Mid Value,Senior
TELCO-00155,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,Two year,Yes,Electronic check,18.0,1275.93,No,0,49-72 Months,Low,Mid Value,Non-Senior
TELCO-00156,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,81.47,644.0,Yes,1,0-12 Months,High,Mid Value,Non-Senior
TELCO-00157,Male,0,No,No,33,No,No phone service,DSL,No,Yes,No,One year,Yes,Electronic check,120.0,3402.37,No,0,25-48 Months,Premium,High Value,Non-Senior
TELCO-00158,Female,0,No,No,43,No,No phone service,DSL,No,No,Yes,Two year,Yes,Mailed check,48.44,1911.6,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00159,Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,Two year,Yes,Electronic check,76.22,568.51,No,0,0-12 Months,High,Mid Value,Non-Senior
TELCO-00160,Male,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,90.55,3070.17,Yes,1,25-48 Months,Premium,High Value,Non-Senior
TELCO-00161,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,No,One year,Yes,Mailed check,103.41,1206.11,No,0,13-24 Months,Premium,Mid Value,Non-Senior
TELCO-00162,Male,1,Yes,Yes,30,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.07,1472.97,No,0,25-48 Months,Mid,Mid Value,Senior
TELCO-00163,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,566.59,No,0,25-48 Months,Low,Mid Value,Non-Senior
TELCO-00164,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.02,1674.94,Yes,1,13-24 Months,High,Mid Value,Non-Senior
TELCO-00165,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,68.86,119.47,Yes,1,0-12 Months,High,Low Value,Non-Senior
TELCO-00166,Male,1,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),54.63,2519.46,Yes,1,49-72 Months,Mid,High Value,Senior
TELCO-00167,Male,0,No,Yes,11,Yes,No,DSL,Yes,Yes,No,Month-to-month,No,Mailed check,60.99,666.77,Yes,1,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-00168,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,69.31,390.01,No,0,0-12 Months,High,Low Value,Non-Senior
TELCO-00169,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,One year,Yes,Mailed check,75.85,76.41,Yes,1,0-12 Months,High,Low Value,Non-Senior
TELCO-00170,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer (automatic),74.59,2006.63,Yes,1,25-48 Months,High,Mid Value,Non-Senior
TELCO-00171,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,Electronic check,58.47,1871.35,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00172,Male,1,Yes,No,1,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,76.53,67.91,Yes,1,0-12 Months,High,Low Value,Senior
TELCO-00173,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Credit card (automatic),56.45,1193.08,Yes,1,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-00174,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,One year,Yes,Mailed check,84.26,614.1,No,0,0-12 Months,High,Mid Value,Non-Senior
TELCO-00175,Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,46.18,1382.97,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00176,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,Yes,One year,No,Credit card (automatic),67.19,331.38,Yes,1,0-12 Months,High,Low Value,Non-Senior
TELCO-00177,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,578.02,No,0,25-48 Months,Low,Mid Value,Non-Senior
TELCO-00178,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.9,698.99,Yes,1,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-00179,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Mailed check,82.02,5887.32,Yes,1,49-72 Months,High,High Value,Non-Senior
TELCO-00180,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.99,140.79,Yes,1,0-12 Months,Low,Low Value,Non-Senior
TELCO-00181,Male,0,Yes,No,12,Yes,No,DSL,No,Yes,Yes,One year,No,Electronic check,55.4,648.71,No,0,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-00182,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,One year,Yes,Bank transfer (automatic),18.0,54.43,No,0,0-12 Months,Low,Low Value,Non-Senior
TELCO-00183,Male,1,Yes,No,72,Yes,Yes,DSL,No,Yes,No,One year,No,Electronic check,23.96,1525.57,Yes,1,49-72 Months,Low,Mid Value,Senior
TELCO-00184,Male,0,Yes,Yes,62,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Bank transfer (automatic),31.81,1759.99,No,0,49-72 Months,Low,Mid Value,Non-Senior
TELCO-00185,Male,0,No,No,8,Yes,No,DSL,Yes,Yes,No,One year,No,Credit card (automatic),68.05,520.67,Yes,1,0-12 Months,High,Mid Value,Non-Senior
TELCO-00186,Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,No,Credit card (automatic),75.0,2124.75,No,0,25-48 Months,High,Mid Value,Non-Senior
TELCO-00187,Female,0,Yes,Yes,50,Yes,No,DSL,Yes,No,No,Month-to-month,No,Mailed check,63.32,3093.18,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-00188,Male,0,,No,24,Yes,Yes,DSL,No,Yes,Yes,One year,Yes,Electronic check,53.52,1166.73,Yes,1,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-00189,Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,53.63,1189.66,Yes,1,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-00190,Male,1,No,Yes,8,No,No phone service,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,86.48,699.88,Yes,1,0-12 Months,High,Mid Value,Senior
TELCO-00191,Female,1,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),71.38,134.59,Yes,1,0-12 Months,High,Low Value,Senior
TELCO-00192,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),54.98,3313.04,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-00193,Female,1,Yes,No,69,Yes,No,Fiber optic,Yes,No,No,One year,No,Mailed check,103.8,7014.34,No,0,49-72 Months,Premium,High Value,Senior
TELCO-00194,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,120.0,3774.81,Yes,1,25-48 Months,Premium,High Value,Non-Senior
TELCO-00195,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),27.63,323.11,No,0,0-12 Months,Low,Low Value,Non-Senior
TELCO-00196,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,One year,Yes,Credit card (automatic),80.68,829.86,Yes,1,0-12 Months,High,Mid Value,Non-Senior
TELCO-00197,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,One year,Yes,Mailed check,120.0,3891.77,Yes,1,25-48 Months,Premium,High Value,Non-Senior
TELCO-00198,Female,0,No,No,68,Yes,No,DSL,No,No,No,Month-to-month,Yes,Mailed check,73.41,4562.94,Yes,1,49-72 Months,High,High Value,Non-Senior
TELCO-00199,Male,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,68.46,3956.66,No,0,49-72 Months,High,High Value,Non-Senior
TELCO-00200,Female,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,Yes,Two year,Yes,Credit card (automatic),63.33,2885.79,No,0,25-48 Months,Mid,High Value,Non-Senior
TELCO-00201,Female,1,No,Yes,30,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.71,2436.64,Yes,1,25-48 Months,High,High Value,Senior
TELCO-00202,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,Yes,Two year,No,Credit card (automatic),87.65,158.07,No,0,0-12 Months,High,Low Value,Non-Senior
TELCO-00203,Female,0,No,No,5,Yes,No,DSL,Yes,No,Yes,Month-to-month,No,Electronic check,27.66,126.56,Yes,1,0-12 Months,Low,Low Value,Non-Senior
TELCO-00204,Female,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),64.21,3917.64,Yes,1,49-72 Months,Mid,High Value,Non-Senior
TELCO-00205,Male,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,501.39,No,0,25-48 Months,Low,Mid Value,Non-Senior
TELCO-00206,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,One year,Yes,Electronic check,58.72,,Yes,1,0-12 Months,Mid,Low Value,Non-Senior
TELCO-00207,Female,0,No,No,3,Yes,Yes,DSL,Yes,No,Yes,Two year,No,Electronic check,37.92,111.62,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-00208,Male,0,No,Yes,32,Yes,No,DSL,No,No,No,One year,Yes,Mailed check,75.18,2244.81,No,0,25-48 Months,High,Mid Value,Non-Senior
TELCO-00209,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,17.57,Yes,1,0-12 Months,Low,Low Value,Non-Senior
TELCO-00210,Female,0,Yes,No,5,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),49.63,230.08,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-00211,Male,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,94.0,1984.58,No,0,13-24 Months,Premium,Mid Value,Non-Senior
TELCO-00212,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,44.71,,No,0,25-48 Months,Mid,Low Value,Non-Senior
TELCO-00213,Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,540.26,No,0,25-48 Months,Low,Mid Value,Non-Senior
TELCO-00214,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,Yes,One year,Yes,Mailed check,72.73,462.63,No,0,0-12 Months,High,Mid Value,Non-Senior
TELCO-00215,Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Mailed check,47.4,1543.12,Yes,1,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00216,Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,One year,No,Mailed check,59.42,439.1,No,0,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-00217,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.1,442.35,Yes,1,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-00218,Female,1,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,120.0,4800.63,Yes,1,25-48 Months,Premium,High Value,Senior
TELCO-00219,Male,0,No,Yes,31,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Electronic check,18.26,584.69,No,0,25-48 Months,Low,Mid Value,Non-Senior
TELCO-00220,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,Two year,No,Electronic check,120.0,5760.63,No,0,49-72 Months,Premium,High Value,Non-Senior
TELCO-00221,Female,0,,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,53.28,1532.3,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00222,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),70.5,1566.41,No,0,25-48 Months,High,Mid Value,Non-Senior
TELCO-00223,Female,1,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Mailed check,47.76,90.79,Yes,1,0-12 Months,Mid,Low Value,Senior
TELCO-00224,Male,0,No,No,13,Yes,No,DSL,No,No,Yes,Two year,No,Mailed check,46.5,565.78,No,0,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-00225,Male,0,Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,One year,Yes,Credit card (automatic),41.46,371.58,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-00226,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,83.04,596.88,No,0,0-12 Months,High,Mid Value,Non-Senior
TELCO-00227,Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,22.68,1582.17,Yes,1,49-72 Months,Low,Mid Value,Non-Senior
TELCO-00228,Male,0,No,No,14,Yes,Yes,DSL,Yes,No,Yes,Two year,No,Electronic check,75.92,1091.33,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-00229,Male,0,No,Yes,66,No,No phone service,DSL,Yes,No,No,Two year,Yes,Bank transfer (automatic),18.0,1226.18,No,0,49-72 Months,Low,Mid Value,Non-Senior
TELCO-00230,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,One year,Yes,Bank transfer (automatic),73.21,2211.74,Yes,1,25-48 Months,High,Mid Value,Non-Senior
TELCO-00231,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),90.47,4271.87,No,0,25-48 Months,Premium,High Value,Non-Senior
TELCO-00232,Male,0,No,No,20,No,No phone service,DSL,No,Yes,No,Month-to-month,No,Credit card (automatic),26.76,551.9,No,0,13-24 Months,Low,Mid Value,Non-Senior
TELCO-00233,Male,0,No,No,25,Yes,No,DSL,No,No,No,Month-to-month,No,Bank transfer (automatic),85.36,1914.0,No,0,25-48 Months,High,Mid Value,Non-Senior
TELCO-00234,Male,1,No,Yes,20,Yes,No,Fiber optic,Yes,Yes,No,One year,Yes,Credit card (automatic),66.54,1183.77,Yes,1,13-24 Months,High,Mid Value,Senior
TELCO-00235,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,112.95,576.92,Yes,1,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-00236,Male,0,No,Yes,38,Yes,Yes,DSL,No,No,No,Two year,Yes,Mailed check,39.34,1482.02,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00237,Male,0,No,Yes,9,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),120.0,1120.49,Yes,1,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-00238,Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,One year,Yes,Credit card (automatic),18.0,15.97,No,0,0-12 Months,Low,Low Value,Non-Senior
TELCO-00239,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,55.11,1669.78,No,0,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00240,Male,1,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,89.94,Yes,1,0-12 Months,Low,Low Value,Senior
TELCO-00241,Female,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Credit card (automatic),120.0,8946.92,Yes,1,49-72 Months,Premium,High Value,Senior
TELCO-00242,Male,1,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,57.15,4029.92,No,0,49-72 Months,Mid,High Value,Senior
TELCO-00243,Male,0,Yes,Yes,72,Yes,Yes,DSL,No,No,Yes,One year,Yes,Electronic check,59.85,4499.06,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-00244,Male,0,No,No,13,Yes,No,DSL,No,Yes,No,Month-to-month,No,Bank transfer (automatic),78.3,935.38,Yes,1,13-24 Months,High,Mid Value,Non-Senior
TELCO-00245,Male,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,Two year,Yes,Electronic check,64.86,59.67,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-00246,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.19,3257.02,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-00247,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Two year,Yes,Credit card (automatic),27.3,404.78,No,0,13-24 Months,Low,Mid Value,Non-Senior
TELCO-00248,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,70.06,4289.11,No,0,49-72 Months,High,High Value,Non-Senior
TELCO-00249,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),76.37,5478.59,No,0,49-72 Months,High,High Value,Non-Senior
TELCO-00250,Female,1,Yes,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),85.86,4895.7,Yes,1,49-72 Months,High,High Value,Senior
TELCO-00251,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Credit card (automatic),120.0,1199.27,Yes,1,0-12 Months,Premium,Mid Value,Non-Senior
TELCO-00252,Female,0,No,No,14,Yes,Yes,DSL,No,Yes,Yes,Two year,No,Credit card (automatic),18.0,231.59,No,0,13-24 Months,Low,Low Value,Non-Senior
TELCO-00253,Male,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,62.97,3425.83,Yes,1,49-72 Months,Mid,High Value,Non-Senior
TELCO-00254,Male,1,Yes,Yes,11,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Mailed check,100.75,1021.8,Yes,1,0-12 Months,Premium,Mid Value,Senior
TELCO-00255,Male,0,No,Yes,5,Yes,No,DSL,No,Yes,Yes,One year,No,Credit card (automatic),61.26,261.34,No,0,0-12 Months,Mid,Low Value,Non-Senior
TELCO-00256,Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,415.8,Yes,1,13-24 Months,Low,Mid Value,Non-Senior
TELCO-00257,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.27,1654.54,No,0,49-72 Months,Low,Mid Value,Non-Senior
TELCO-00258,Male,0,Yes,No,35,Yes,No,DSL,Yes,No,No,Two year,Yes,Bank transfer (automatic),74.86,2269.03,No,0,25-48 Months,High,Mid Value,Non-Senior
TELCO-00260,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.18,217.69,No,0,0-12 Months,High,Low Value,Non-Senior
TELCO-00261,Male,0,No,No,28,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),41.57,1212.62,Yes,1,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00262,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),72.8,4995.51,Yes,1,49-72 Months,High,High Value,Non-Senior
TELCO-00263,Female,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),36.62,153.31,Yes,1,0-12 Months,Mid,Low Value,Non-Senior
TELCO-00264,Male,0,No,No,21,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Mailed check,72.8,1317.21,No,0,13-24 Months,High,Mid Value,Non-Senior
TELCO-00265,Female,0,Yes,No,62,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,66.6,3991.72,No,0,49-72 Months,High,High Value,Non-Senior
TELCO-00266,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),40.37,1485.4,Yes,1,25-48 Months,Mid,Mid Value,Non-Senior
TELCO-00267,Male,1,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,111.75,3984.38,Yes,1,25-48 Months,Premium,High Value,Senior
TELCO-00268,Female,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,Two year,No,Credit card (automatic),18.0,597.61,No,0,25-48 Months,Low,Mid Value,Non-Senior
TELCO-00269,Male,0,No,Yes,13,No,No phone service,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),60.75,712.43,Yes,1,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-00270,Female,0,No,No,10,Yes,Yes,DSL,No,No,No,Month-to-month,No,Bank transfer (automatic),39.71,405.64,Yes,1,0-12 Months,Mid,Mid Value,Non-Senior
TELCO-00271,Female,0,Yes,No,49,Yes,No,Fiber optic,Yes,No,No,One year,No,Credit card (automatic),120.0,5438.59,No,0,49-72 Months,Premium,High Value,Non-Senior
TELCO-00272,Male,1,No,No,49,Yes,Yes,Fiber optic,No,No,No,Two year,Yes,Bank transfer (automatic),82.95,3468.55,No,0,49-72 Months,High,High Value,Senior
TELCO-00273,Female,0,No,No,60,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45.52,2534.71,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-00274,Male,0,No,Yes,72,Yes,No,DSL,Yes,Yes,Yes,One year,Yes,Mailed check,56.61,3998.09,No,0,49-72 Months,Mid,High Value,Non-Senior
TELCO-00275,Female,1,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,120.0,2270.2,No,0,13-24 Months,Premium,Mid Value,Senior
TELCO-00276,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,36.61,685.63,No,0,13-24 Months,Mid,Mid Value,Non-Senior
TELCO-00277,Male,0,No,No,48,Yes,Yes,DSL,No,No,No,Two year,Yes,Mailed check,18.0,744.2,Yes,1,25-48 Months,Low,Mid Value,Non-Senior
TELCO-00278,Male,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,Two year,No,Bank transfer (automatic),73.73,2211.62,No,0,25-48 Months,High,Mid Value,Non-Senior
TELCO-00279,Male,0,Yes,No,36,Yes,No,Fiber optic,Yes,No,Yes,One year,No,Mailed check,74.41,2682.13,No,0,25-48 Months,High,High Value,Non-Senior
TELCO-00280,Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,84.98,3725.11,No,0,25-48 Months,High,High Value,Non-Senior
